City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
850,Morant Bay,JM,83.71,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
851,Bac Lieu,VN,81.73,broken clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
855,Alacranes,CU,82.89,few clouds,22.7675,-81.5675,Hotel Union de Reyes
859,Russell,US,83.97,clear sky,32.3502,-85.1999,Macs
861,Qeshm,IR,78.69,clear sky,26.9581,56.2719,Qeshm Kavan Hotel
862,Kavaratti,IN,85.05,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
865,Muskegon,US,85.86,broken clouds,43.3,-86.1334,Timberline Estates
866,Atyra,PY,71.29,broken clouds,-25.25,-57.1667,Hugo Ramón Meza
868,Puerto Escondido,MX,88.63,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
870,Camopi,GF,74.88,broken clouds,3.1655,-52.3158,La pousada
877,Basco,PH,83.43,few clouds,20.4487,121.9702,Nathaniel's Lodge
888,Iracoubo,GF,78.69,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
889,Acari,PE,74.75,few clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
890,La Plaine,DM,80.24,scattered clouds,15.3333,-61.25,Citrus Creek Plantation
891,Prabumulih,ID,72.28,overcast clouds,-3.45,104.25,OYO 2722 Lemon Residence Prabumulih
892,Lafia,NG,79.07,broken clouds,8.4833,8.5167,Low Cost Housing Estate
894,Mount Pleasant,US,81.18,clear sky,32.7941,-79.8626,Best Western Patriots Point
895,Isla Vista,US,71.62,clear sky,34.4133,-119.861,Best Western Plus South Coast Inn
898,Andros Town,BS,78.76,few clouds,24.7,-77.7667,Hanks place
900,Kloulklubed,PW,75.7,moderate rain,7.0419,134.2556,Storyboard Beach Resort
901,Grand-Lahou,CI,80.64,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
903,Kenitra,MA,70.56,clear sky,34.260999999999996,-6.5802,Bienvenue chez vous
905,Vao,NC,73.17,scattered clouds,-22.6667,167.4833,Hotel Kou-Bugny
906,Buchanan,LR,80.83,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
909,Ugoofaaru,MV,83.75,overcast clouds,5.6667,73.0,Ungoofaaru Inn
911,Iquitos,PE,82.44,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
912,Mundra,IN,82.09,few clouds,22.85,69.7333,Hotel Bansidhar Palace
915,Kapoeta,SS,83.21,clear sky,4.7717,33.5903,Eastgate Hotel
916,Asyut,EG,78.57,few clouds,27.180999999999997,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
918,Lokoja,NG,78.37,overcast clouds,7.8024,6.742999999999999,Hotel Charvid
922,Koumac,NC,74.46,overcast clouds,-20.5667,164.2833,Le Monitel
923,Brainerd,US,77.02,clear sky,46.358000000000004,-94.2008,"Holiday Inn Express & Suites Brainerd-Baxter, an IHG Hotel"
924,Luanda,AO,78.8,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
930,Lhokseumawe,ID,77.4,overcast clouds,5.1801,97.1507,OYO 3278 Penginapan Alfajri
931,Sale,MA,70.48,clear sky,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
934,Pirenopolis,BR,73.89,scattered clouds,-15.8525,-48.9592,Mandala dos Pirineus Eco Village
940,Mahalingpur,IN,78.12,overcast clouds,16.3833,75.1167,Shree Siddivinayak Idlli Center
941,Miracema Do Tocantins,BR,78.69,broken clouds,-9.5618,-48.3967,Miami Apart Hotel
943,Timbiqui,CO,79.88,moderate rain,2.7717,-77.6654,Hotel Sharey
948,Cukai,MY,76.95,overcast clouds,4.25,103.4167,OYO 90038 Dalyla Inn Chalet
949,Guatire,VE,83.05,overcast clouds,10.4762,-66.5427,Parque Residencial Canaima I
951,Celestun,MX,86.59,clear sky,20.8667,-90.4,Posada Lilia
957,Notre-Dame-Du-Lac,CA,73.74,clear sky,47.6136,-68.7964,Auberge La Dolce Vita
961,Liberal,US,89.74,clear sky,37.0431,-100.921,Hampton Inn & Suites Liberal
964,La Palma,US,75.81,broken clouds,33.8464,-118.0467,La Quinta Inn & Suites by Wyndham Buena Park
966,Ambulu,ID,76.93,broken clouds,-8.345,113.6058,Hotel Ambulu Jember
970,Cap Malheureux,MU,75.47,few clouds,-19.9842,57.6142,Pereybere Hotel & Spa
971,Grand-Santi,GF,77.31,few clouds,4.25,-54.3833,Hotel La Villa Couacou
972,Dwarka,IN,82.72,scattered clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
974,Umm Lajj,SA,84.09,clear sky,25.0213,37.2685,Moon light Furnished Units
987,Imbituba,BR,72.86,moderate rain,-28.24,-48.6703,Praia Hotel Imbituba
990,Sampit,ID,76.39,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
993,Presque Isle,US,73.83,haze,46.6811,-68.0159,Hampton Inn Presque Isle
996,Coxim,BR,84.63,few clouds,-18.5067,-54.76,Hotel Avenida
998,Fomboni,KM,80.89,clear sky,-12.28,43.7425,Auberge les abou
1003,Alappuzha,IN,81.43,light rain,9.49,76.3264,Panoramic Sea Resort
1004,Pitimbu,BR,79.39,broken clouds,-7.4706,-34.8086,Reserva do Abiaí
1006,Lima,PE,71.91,overcast clouds,-12.0432,-77.0282,Hotel Kamana
1011,Rantauprapat,ID,74.44,overcast clouds,2.1,99.8333,Permata Land Hotel & Resort
1013,Wahpeton,US,72.32,clear sky,46.2652,-96.6059,Select Inn Breckenridge
1014,Teseney,ER,86.68,clear sky,15.11,36.6575,Sabrin Hotel
1015,Xiamen,CN,71.26,mist,24.4798,118.0819,Xiamen Dongchen Hotel
1017,Tomatlan,MX,88.45,overcast clouds,19.9333,-105.25,El Salvial
1018,Batouri,CM,73.06,overcast clouds,4.4333,14.3667,Hotel Hollywood
1020,Bajil,YE,87.66,scattered clouds,15.0584,43.2851,فندق حضرموت
1026,Sibolga,ID,77.9,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
1028,Waynesboro,US,75.15,clear sky,38.0685,-78.8895,"Holiday Inn Express & Suites Waynesboro-Route 340, an IHG Hotel"
1029,Cururupu,BR,74.48,overcast clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
1037,Torit,SS,74.25,clear sky,4.4133,32.5678,Diplomat Guest House
1040,Jaque,PA,82.24,light rain,7.5175,-78.1703,Aventuras Jaque S.A
1042,Miraflores,MX,86.65,broken clouds,19.2167,-98.8083,Hotel Mansión
1043,Uvinza,TZ,70.36,broken clouds,-5.1036,30.3911,Crown Lodge and lounge
1046,Teahupoo,PF,78.76,few clouds,-17.8333,-149.2667,Vanira Lodge
1054,Salinopolis,BR,76.32,overcast clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
1055,Toamasina,MG,77.0,broken clouds,-18.1667,49.3833,Hotel H1
1061,Kapuskasing,CA,84.29,broken clouds,49.4169,-82.4331,Park Inn Motel
1063,Ternate,ID,80.26,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
1065,Bartica,GY,86.32,scattered clouds,6.4,-58.6167,Sloth Island Nature Resort
1072,Sabya,SA,87.42,clear sky,17.1495,42.6254,Aseel Hotel Apartment
1076,Panji,ID,75.45,overcast clouds,-7.7253,114.0995,Rumah eni
1078,Meulaboh,ID,77.22,overcast clouds,4.1363,96.1285,Kost Pria
1084,Zhaoqing,CN,73.26,overcast clouds,23.0512,112.4597,七星岩旅游度假区
1087,Urucara,BR,75.67,broken clouds,-2.5364,-57.76,Pousada Maria Bonita
1089,Puerto Colombia,CO,83.39,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
1090,Mana,GF,78.03,few clouds,5.6592,-53.7767,LE SAMANA
1094,Kawalu,ID,74.08,broken clouds,-7.3817,108.2082,West Jontor
1095,Moerai,PF,79.2,light rain,-22.4333,-151.3333,Le Manotel
1098,Madingou,CG,76.06,overcast clouds,-4.1536,13.55,HOTEL KIM ELISA
1099,Utran,IN,86.22,overcast clouds,21.2333,72.8667,SHREENATHJI ICON
1100,Madras,IN,85.98,mist,13.0878,80.2785,"Taj Connemara, Chennai"
1102,Paducah,US,88.45,few clouds,37.0834,-88.6001,"Holiday Inn Paducah Riverfront, an IHG Hotel"
1103,Soure,BR,74.37,overcast clouds,-0.7167,-48.5233,Casarão da Amazônia
1105,Puerto Leguizamo,CO,79.84,scattered clouds,-0.1934,-74.7819,la casona de juancho
1114,Acajutla,SV,86.65,broken clouds,13.5928,-89.8275,Laureles
1122,Rodrigues Alves,BR,84.4,light rain,-7.7379999999999995,-72.6509,Pousada Aconchego
1126,Pascagoula,US,89.42,clear sky,30.3658,-88.5561,Regency Inn
1128,Morehead,US,87.85,overcast clouds,37.2711,-87.1764,CCI Express Inn
1129,Marica,BR,73.35,clear sky,-22.9194,-42.8186,Marica Hills
1132,Teacapan,MX,82.89,clear sky,22.55,-105.75,Hotel los Mangos
1133,Bambari,CF,78.04,broken clouds,5.768,20.6757,Hotel-Restaurant BIBICH
1135,Monte Patria,CL,73.53,broken clouds,-30.6919,-70.9467,Hotel Monte Cordillera
1137,Jaguarari,BR,76.93,overcast clouds,-10.2639,-40.1958,Hotel Quintal De Casa
1138,Nouakchott,MR,75.13,broken clouds,18.0858,-15.9785,HOTEL IMAN
1140,Pindi Bhattian,PK,89.92,clear sky,31.8978,73.273,شاہی دھی بھلےاینڈفرٹ چارٹ
1142,Stabat,ID,75.4,moderate rain,3.761,98.4513,Link VII damai
1146,Saltpond,GH,81.41,overcast clouds,5.2091,-1.0606,Mfantseman Beach Resort
1149,Aden,YE,84.33,few clouds,12.7794,45.0367,Sama Emirate Hotel
1150,Regeneracao,BR,77.14,scattered clouds,-6.2378,-42.6883,Hotel KANAYRA
1152,Duluth,US,81.72,clear sky,46.7833,-92.1066,South Pier Inn
1159,Port Moresby,PG,76.42,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
1160,Augusto Correa,BR,74.41,moderate rain,-1.0217,-46.635,Fazenda Bacuri
1162,Mancio Lima,BR,84.27,overcast clouds,-7.6142,-72.8958,Motel Asas Do Desejo
1165,Uruacu,BR,76.91,scattered clouds,-14.5247,-49.1408,Cassius Hotel
1166,Khandbari,NP,70.07,overcast clouds,27.3747,87.2039,Sainik Hotel And Lodge
1168,Itoman,JP,77.4,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1171,Kantilo,IN,79.3,overcast clouds,20.35,85.1833,Hostel Building at Kantilo Nilamadhaba Mahavidyalaya
1172,Eau Claire,US,82.78,scattered clouds,44.8114,-91.4985,Hampton Inn Eau Claire
1178,Fresnillo,MX,80.15,broken clouds,23.1667,-102.8833,HOTEL DEL FRESNO
1180,Kuala Lipis,MY,75.13,overcast clouds,4.1842,102.0468,Lipis Centrepoint Hotel
1183,Rosarito,MX,74.62,overcast clouds,32.3333,-117.0333,Hotel Festival Plaza Rosarito
1191,Kharan,PK,88.38,overcast clouds,28.5833,65.4167,Dil Aram Bangla
1192,Jeremie,HT,80.65,scattered clouds,18.65,-74.1167,Auberge’Inn
1197,Golden,US,79.16,scattered clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
1200,Labis,MY,76.3,overcast clouds,2.385,103.021,Labis Sunrise Farm
1201,Kiunga,PG,76.55,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
1202,Karaton,ID,76.26,light rain,-6.3424,106.1045,Parkir Mobil Wisata CAS Water Park
1206,Sao Felix Do Xingu,BR,78.03,scattered clouds,-6.6447,-51.995,Rio Xingu Camping
1208,Phalodi,IN,88.84,clear sky,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
1212,Comendador,DO,82.49,scattered clouds,18.8775,-71.7028,Babina De Los Santos
1213,Alpena,US,77.25,clear sky,45.0617,-83.4327,Days Inn by Wyndham Alpena
1215,Puerto Madero,MX,89.8,scattered clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
1218,Benguela,AO,75.34,clear sky,-12.5763,13.4055,Hotel Praia Morena
1222,Nishihara,JP,76.68,overcast clouds,26.1842,127.7558,Minshuku Agaihama
1223,Bhadrachalam,IN,84.47,light rain,17.6667,80.8833,Hotel Srinidhi Residency
1228,Vijapur,IN,85.64,few clouds,23.5667,72.75,Saint Joseph's Primary School Hostel
1235,Cravo Norte,CO,80.04,very heavy rain,6.3017,-70.2041,Hotel Potosí Los Mirtos
1236,Jaleswar,NP,81.3,clear sky,26.6471,85.8008,Sundar Mobile Repairing Centre
1238,Bafq,IR,72.46,clear sky,31.6128,55.4107,Alamdar Hotel
1240,Djambala,CG,71.89,broken clouds,-2.5447,14.7533,Hotel Ravin D'or
1241,Salta,AR,72.19,few clouds,-24.7859,-65.4117,Hotel Alejandro I
1243,Kesinga,IN,82.54,overcast clouds,20.2,83.2333,Hotel Jayashree
1245,Saint-Joseph,RE,71.98,clear sky,-21.3667,55.6167,"""Plantation Bed and Breakfast"
1252,Esna,EG,78.82,broken clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
1254,Tarakan,ID,78.3,broken clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
1256,North Platte,US,78.69,clear sky,41.1239,-100.7654,"Holiday Inn Express & Suites North Platte, an IHG Hotel"
1259,Gizo,SB,83.68,overcast clouds,-8.103,156.8419,Imagination Island
1261,Sibu,MY,77.31,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
1269,Cordoba,AR,71.76,scattered clouds,-31.4135,-64.1811,Hotel Sussex
1271,Barra Do Corda,BR,75.24,overcast clouds,-5.5,-45.25,Belchior Palace Hotel
1272,Pangkalanbuun,ID,76.71,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
1274,Horconcitos,PA,75.36,overcast clouds,8.4682,-81.8007,KAFETE S.A
1275,Mundo Novo,BR,73.67,overcast clouds,-11.8589,-40.4725,Casa Shalon
1283,Sinnamary,GF,77.79,few clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1285,Ewo,CG,76.91,overcast clouds,-0.8725,14.8206,Residence Elonda Ewo
1287,Santa Isabel Do Rio Negro,BR,78.89,broken clouds,-0.4139,-65.0192,Hotel GSA
1290,Candelaria,PH,76.84,overcast clouds,13.9311,121.4233,Casa de Provincia
1297,Mbandaka,CD,73.9,light rain,0.0487,18.2603,Guest House Epervier
1300,Garissa,KE,78.4,few clouds,-0.4536,39.6401,Sharif Plaza Hotel
1301,Kismayo,SO,80.82,scattered clouds,-0.3582,42.5454,Agan-Hotel
1302,Pali,IN,87.93,clear sky,25.7667,73.3333,HOTEL THE AMBA VILAS
1303,Betare Oya,CM,70.68,broken clouds,5.6,14.0833,Auberge Tembina Betaré Oya
1305,Marshall,US,83.39,clear sky,34.3834,-86.3333,Riverview Campground
1307,Voh,NC,75.52,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
1309,Minna,NG,83.91,clear sky,9.6139,6.5569,Royal Park hotel & suites
1310,Borba,BR,79.12,overcast clouds,-4.3878,-59.5939,Hotel da Amazônia
1311,Nortelandia,BR,82.96,scattered clouds,-14.4547,-56.8028,Hotel Karysmã
1314,Mahibadhoo,MV,82.98,overcast clouds,3.7833,72.9667,Omadhoo Inn
1315,Santa Marta,CO,86.9,overcast clouds,11.2408,-74.199,Hotel La Ballena Azul
1316,Tabligbo,TG,79.38,overcast clouds,6.5833,1.5,HÔTEL LA TOLÉRANCE
1321,Brockville,CA,77.43,broken clouds,44.5834,-75.6826,"Holiday Inn Express & Suites Brockville, an IHG Hotel"
1322,Ingham,US,82.26,overcast clouds,42.6,-84.3833,Sunset Mobile Home Park
1325,Bangkok,TH,83.93,light rain,13.75,100.5167,Bangkok City Suite Hotel
1326,Ixtapa,MX,83.43,few clouds,20.7,-105.2,hotel la terminal
1327,Sawakin,SD,84.61,clear sky,19.1059,37.3321,فندق الدويم
1332,Samarai,PG,83.1,overcast clouds,-10.6167,150.6667,Nuli Sapi
1334,Columbus,US,83.46,broken clouds,39.9612,-82.9988,DoubleTree Suites by Hilton Hotel Columbus Downtown
1340,Bang Lamung,TH,84.09,overcast clouds,13.047,100.9289,เซอรีน แซนด์ส เฮลท์ รีสอร์ท - Serene Sands Health Resort
1344,Mae Hong Son,TH,74.17,overcast clouds,19.3003,97.9685,Baiyoke Chalet Hotel
1347,Gilgit,PK,70.88,scattered clouds,35.9221,74.3087,Tourist Hamlet Gilgit
1348,Mossendjo,CG,71.74,overcast clouds,-2.9506,12.7261,HOTEL D'ASSISE
1351,Mangrol,IN,82.4,scattered clouds,21.1167,70.1167,Hotel The Royal Honours
1352,Ambanja,MG,72.52,few clouds,-13.6833,48.45,Hotel Salama and Fast Food
1359,Wamba,NG,76.57,broken clouds,8.9333,8.6,Roma Zee Guest House Annex
1360,Cocobeach,GA,80.17,overcast clouds,1.0002,9.5823,Hotel Esperance
1361,Mucurapo,TT,85.01,few clouds,10.6667,-61.5333,Courtyard by Marriott Port of Spain
1365,Saint-Ambroise,CA,79.34,clear sky,48.5501,-71.3324,Motel Saint-Ambroise
1367,Tiarei,PF,84.22,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
1368,Katobu,ID,74.43,overcast clouds,-4.9408,122.5276,La Ode Husein
1369,Lazaro Cardenas,MX,84.74,broken clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
1370,Jand,PK,86.83,few clouds,33.4299,72.0193,Mohalla Takia
1375,Bullhead City,US,86.59,scattered clouds,35.1478,-114.5683,Harrah's Laughlin
1376,Tonk,IN,87.71,clear sky,26.1667,75.7833,Hotel sheetal Resort & Midway Restaurant
1380,Kaohsiung,TW,81.03,broken clouds,22.6163,120.3133,御宿商旅-中山館
1384,Morgan City,US,90.0,clear sky,29.6994,-91.2068,Hampton Inn & Suites Morgan City
1388,Santa Cruz,BO,76.46,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
1390,Dicabisagan,PH,78.48,clear sky,17.0818,122.4157,Nancy Montanes Bernardo
1393,Cape Coast,GH,81.54,overcast clouds,5.1053,-1.2466,Samrit Hotel
1396,Acarau,BR,77.27,heavy intensity rain,-2.8856,-40.12,castelo pizzaria
1400,Itupiranga,BR,80.92,overcast clouds,-5.1347,-49.3267,Hotel Panorama
1402,Houma,US,90.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
1403,Union,US,75.81,overcast clouds,40.6334,-74.2663,Homewood Suites by Hilton Newark-Cranford
1406,Matagami,CA,80.71,scattered clouds,49.7502,-77.6328,Motel Le Caribou
1411,Monroe,US,71.35,broken clouds,43.1501,-77.6831,Rodeway Inn Rochester Airport
1412,Hurricane,US,75.54,overcast clouds,37.1753,-113.2899,Super 8 by Wyndham Hurricane Zion National Park
1414,Palmas De Monte Alto,BR,74.62,few clouds,-14.2672,-43.1619,RAVENA AUTO POSTO LTDA
1418,Sola,VU,79.47,overcast clouds,-13.8833,167.55,Leumerus Bungalows
1419,Qiongshan,CN,76.98,clear sky,20.0058,110.3542,Sun City Restaurant
1420,Gandai,IN,84.11,broken clouds,21.6667,81.1,Shree Sai Lodge
1422,Doha,QA,84.18,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1424,Quilali,NI,87.78,broken clouds,13.567,-86.02600000000001,Hospedaje Sandoval
1425,Nanning,CN,75.65,overcast clouds,22.8167,108.3167,Nanning Travelling With Hostel
1428,Kimbe,PG,80.53,overcast clouds,-5.5502,150.1429,Kimbe Bay Hotel
1432,San Fernando,PH,80.33,scattered clouds,15.0286,120.6898,Maharlika Hostel
1434,Tabou,CI,80.24,overcast clouds,4.423,-7.3528,hotêl doufoulougou
1435,Voi,KE,71.65,scattered clouds,-3.3945,38.563,Voi Wildlife Lodge
1441,Mariakani,KE,73.11,clear sky,-3.8633,39.4736,The County Luxury Comfort Hotels Ltd
1443,Aboso,GH,76.55,overcast clouds,5.3617,-1.9473,New Atuabo
1444,Cortez,US,78.03,clear sky,37.3489,-108.5859,Sand Canyon National 9 Inn
1447,Puerto Baquerizo Moreno,EC,79.79,few clouds,-0.9,-89.6,Hotel los Algarrobos
1448,Kisangani,CD,74.55,overcast clouds,0.5167,25.2,Grand Ramela Hotel
1452,Amnat Charoen,TH,78.44,overcast clouds,15.9167,104.75,หอพักนักศึกษา
1455,Santa Rosa,PH,82.38,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
1456,Santiago Del Estero,AR,72.05,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
1457,Kalmunai,LK,79.86,overcast clouds,7.4167,81.8167,VS Villa
1458,Kundla,IN,85.32,overcast clouds,21.3333,71.3,Sumit hime
1459,Mutata,CO,79.88,moderate rain,7.2441,-76.4356,RESIDENCIA ZULIMA
1460,Santa Fe,AR,71.01,light rain,-31.6333,-60.7,Conquistador Hotel
1462,Butler,US,84.79,overcast clouds,39.4501,-84.5666,The Lodge Activity Center
1467,Cam Ranh,VN,78.76,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
1469,Siva,EG,76.26,overcast clouds,29.2041,25.5195,Qasr Alzaytuna Inn
1471,Dalbandin,PK,84.06,clear sky,28.8947,64.4101,Sanjrani House
1478,Pasighat,IN,71.53,overcast clouds,28.0667,95.3333,Siang Guest House
1480,Wilmington,US,72.86,overcast clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
1481,Nanakuli,US,82.35,light rain,21.3906,-158.1547,Camp Pālehua
1487,Brusque,BR,71.37,broken clouds,-27.0981,-48.9175,Monthez Hotel e Eventos
1488,Bandrele,YT,80.35,few clouds,-12.9067,45.1914,Les Baobabs
1489,Willmar,US,76.95,clear sky,45.1219,-95.0433,Lakeview Inn
1497,Puri,IN,82.92,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
1498,Muana,BR,73.08,overcast clouds,-1.5283,-49.2167,Pousada Bella do Marajó
1499,Ugep,NG,76.55,overcast clouds,5.8086,8.0812,Classic Bar
1500,Nargana,PA,82.96,overcast clouds,9.4428,-78.5906,Dubbir
1504,Springdale,US,87.51,broken clouds,36.1867,-94.1288,Springdale Inn
1515,Oistins,BB,82.49,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
1520,Rome,US,85.26,clear sky,34.257,-85.1647,La Quinta Inn & Suites by Wyndham Rome
1522,Luwuk,ID,77.81,light rain,-0.9516,122.7875,Hotel Santika Luwuk
1524,Sri Aman,MY,78.85,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
1525,Jizan,SA,86.94,clear sky,17.3333,42.6667,شهدان. ابوالحجر
1526,Abu Kamal,SY,72.61,clear sky,34.4506,40.9171,البوكمال
1527,Auki,SB,82.99,overcast clouds,-8.7676,160.7034,Auki Motel
1532,Lingao,CN,77.67,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
1538,Pontianak,ID,78.78,broken clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
1540,Bintulu,MY,77.41,few clouds,3.1667,113.0333,900 Boutique INN
1541,Colmenar Viejo,ES,73.89,scattered clouds,40.6591,-3.7676,Profesora de Piano Carmen López
1544,Coruripe,BR,75.85,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
1546,Gainesville,US,83.07,clear sky,29.6516,-82.3248,Wyndham Garden Gainesville
1547,Mattru,SL,78.21,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
1548,Urbano Santos,BR,73.02,heavy intensity rain,-3.2078,-43.4036,Pousada Santa Dulce
1558,Simplicio Mendes,BR,82.0,overcast clouds,-7.8539,-41.9103,Fidalgo
1561,Ewa Beach,US,82.35,light rain,21.3156,-158.0072,Base Lodging
1562,Fez,MA,71.85,clear sky,34.0372,-4.9998,Hotel Mounia Fès
1564,Storm Lake,US,76.35,overcast clouds,42.6411,-95.2097,King's Pointe Resort
1571,Barreirinhas,BR,76.14,overcast clouds,-2.7469,-42.8264,Gran Lençóis Flat Residence
1572,Kanniyakumari,IN,81.77,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
1577,Charlottesville,US,76.01,clear sky,38.0293,-78.4767,Hilton Garden Inn Charlottesville
1579,Lubao,PH,80.31,broken clouds,14.9167,120.55,Hacienda Gracia
1582,Najran,SA,81.25,scattered clouds,17.4924,44.1277,محمد هادي ال فطيح
1583,Springfield,US,87.28,overcast clouds,37.2153,-93.2982,Best Western Route 66 Rail Haven
1587,Kattivakkam,IN,86.09,overcast clouds,13.2167,80.3167,Euronova Freezer
1589,Pathein,MM,77.43,overcast clouds,16.7833,94.7333,Pathein Hotel
1593,Tikapur,NP,80.74,clear sky,28.5,81.1333,BANANA AGRO RESORT
1597,Iraan,US,88.25,overcast clouds,30.914,-101.8979,Mesa View Inn
1599,Las Navas,PH,75.29,overcast clouds,12.3392,125.0313,JMT SQUARE
1600,Teknaf,BD,76.69,overcast clouds,20.8624,92.3058,Forestry Guesthouse
1604,Mompos,CO,81.19,overcast clouds,9.2419,-74.4267,Hotel Villa de Mompox
1605,Minab,IR,78.51,clear sky,27.1467,57.0801,Bam campground
1606,Pedernales,DO,84.2,scattered clouds,18.0384,-71.744,Hotel Costa Marina
1607,Majene,ID,78.03,moderate rain,-3.5403,118.9707,Kost Putri RABBANI
1611,New Ulm,US,77.5,clear sky,44.3125,-94.4605,Best Western Plus New Ulm
1615,Guantanamo,CU,83.77,broken clouds,20.1444,-75.2092,Hotel Guantánamo
1620,Itaituba,BR,84.36,scattered clouds,-4.2761,-55.9836,Hotel Campos
1621,Mayo,US,74.71,clear sky,38.8876,-76.5119,Resorts Resource Group International
1623,Monrovia,LR,81.0,broken clouds,6.3005,-10.7969,Sunset Inn
1624,Forestville,US,74.26,clear sky,38.8451,-76.875,Quality Inn Near Joint Base Andrews-Washington Area
1626,Pimenta Bueno,BR,79.18,overcast clouds,-11.6725,-61.1936,Cristalina Palace Hotel
1634,Daru,PG,79.36,overcast clouds,-9.0763,143.2092,Daru Lodge
1635,Dharmavaram,IN,80.55,moderate rain,14.4333,77.7167,BALAJI LODGE
1636,Marshfield,US,81.48,haze,44.6689,-90.1718,"Holiday Inn Conference Ctr Marshfield, an IHG Hotel"
1637,Chiriguana,CO,81.37,overcast clouds,9.3624,-73.6031,Zapatosa Red Turística
1641,Tucupita,VE,82.4,clear sky,9.0622,-62.051,Hotel Tucupita Su​ite C.A.
1642,San Carlos,VE,79.27,overcast clouds,9.6612,-68.5827,Hotel Paternopoli
1644,Pombas,CV,71.38,scattered clouds,17.1503,-25.0201,Paul Paradis
1645,Manoel Urbano,BR,76.08,overcast clouds,-8.8389,-69.2597,Baixada Beira Rio
1647,Gloversville,US,72.91,clear sky,43.0528,-74.3438,"Holiday Inn Johnstown-Gloversville, an IHG Hotel"
1649,Camiri,BO,71.38,overcast clouds,-20.05,-63.5167,J R Hotel
1656,Shorapur,IN,84.51,moderate rain,16.5167,76.75,Maheshwari Bhawan
1658,Uribia,CO,85.96,overcast clouds,11.7139,-72.266,Hotel Uribia
1661,Qena,EG,80.15,clear sky,26.1615,32.7183,"Grand hotel ""Quena"""
1662,Shelburne,CA,74.19,overcast clouds,44.0787,-80.2041,The Retreat at the Farm
1668,Dzaoudzi,YT,80.49,few clouds,-12.7887,45.2699,Le Rocher
1679,Papara,BR,79.2,overcast clouds,-3.9839,-38.7273,Bela vista Maranguape
1680,Sao Gabriel Da Cachoeira,BR,78.76,scattered clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
1686,Gidam,IN,78.28,overcast clouds,18.9833,81.4,सागर
1689,Ilheus,BR,78.62,clear sky,-14.7889,-39.0494,Barravento Hotel
1690,Savalou,BJ,79.5,overcast clouds,7.9281,1.9756,Hotel F&F
