City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Mount Gambier,AU,-37.8333,140.7667,39.11,100,75,0.0,mist
261,Tuatapere,NZ,-46.1333,167.6833,44.06,81,8,4.76,clear sky
262,Saldanha,ZA,-33.0117,17.9442,57.25,94,65,7.99,light rain
263,Bethel,US,41.3712,-73.414,73.49,18,20,11.5,few clouds
264,Kailua,US,21.4022,-157.7394,82.38,66,40,16.11,scattered clouds
265,Ziyang,CN,29.2497,117.8547,63.05,97,35,1.99,scattered clouds
266,Salgueiro,BR,-8.0742,-39.1192,80.46,52,98,10.71,overcast clouds
267,Moranbah,AU,-22.0016,148.0466,65.39,94,100,19.04,light rain
268,Fier,AL,40.7239,19.5561,58.26,72,100,4.14,overcast clouds
269,Saint Anthony,US,45.0205,-93.218,78.85,24,0,8.05,clear sky
270,Puerto Del Rosario,ES,28.5004,-13.8627,71.35,78,0,2.3,clear sky
271,Dunedin,NZ,-45.8742,170.5036,51.8,64,9,1.99,clear sky
272,Hasaki,JP,35.7333,140.8333,54.0,83,100,11.3,overcast clouds
273,Ukiah,US,39.1502,-123.2078,62.17,44,40,13.8,scattered clouds
274,Voznesenye,RU,61.0106,35.4781,39.27,78,0,4.97,clear sky
275,Whitehorse,CA,60.7161,-135.0538,43.11,65,100,3.0,overcast clouds
276,Kautokeino,NO,69.0125,23.0412,35.02,100,100,1.14,light snow
277,Bulungu,CD,-4.55,18.6,71.62,92,96,2.04,overcast clouds
278,Berlevag,NO,70.8578,29.0864,35.6,93,100,14.97,overcast clouds
279,Marolambo,MG,-20.05,48.1167,61.83,87,10,3.31,clear sky
280,Qasigiannguit,GL,68.8193,-51.1922,26.85,81,47,5.82,scattered clouds
281,Ahuimanu,US,21.4447,-157.8378,82.11,64,40,17.27,scattered clouds
282,Mutoko,ZW,-17.397,32.2268,61.47,77,68,4.07,broken clouds
283,Nuuk,GL,64.1835,-51.7216,34.41,93,100,0.0,snow
284,Tyulyachi,RU,55.8913,50.2399,48.7,95,100,9.89,overcast clouds
285,Bengkulu,ID,-3.8004,102.2655,78.22,88,100,4.52,light rain
286,Tiksi,RU,71.6872,128.8694,22.19,89,66,16.96,broken clouds
287,Boende,CD,-0.2167,20.8667,72.64,97,100,3.27,light rain
288,Qaqortoq,GL,60.7167,-46.0333,36.81,85,71,4.97,broken clouds
289,Manggar,ID,-2.8833,108.2667,81.07,85,67,2.28,broken clouds
290,Batagay,RU,67.6333,134.6333,14.83,78,26,2.77,scattered clouds
291,Chuy,UY,-33.6971,-53.4616,61.45,88,100,3.8,overcast clouds
292,Ilulissat,GL,69.2167,-51.1,26.62,54,20,10.36,few clouds
293,Forio,IT,40.7342,13.8646,64.69,77,66,6.73,broken clouds
294,Redlands,US,34.0556,-117.1825,74.17,29,20,10.0,few clouds
295,Christchurch,NZ,-43.5333,172.6333,50.92,84,75,2.3,broken clouds
296,Jangaon,IN,17.7167,79.1833,85.44,55,100,6.78,overcast clouds
297,Serik,TR,36.9169,31.0989,64.65,59,18,4.45,few clouds
298,Ciudad Bolivar,VE,8.1222,-63.5497,92.25,39,2,10.96,clear sky
299,Kumla,SE,59.1277,15.1434,53.67,87,75,11.5,moderate rain
300,Alexandria,EG,31.2156,29.9553,66.67,70,8,4.97,clear sky
301,Tres Arroyos,AR,-38.3739,-60.2798,56.21,77,98,6.08,overcast clouds
302,Vanavara,RU,60.34,102.2797,37.81,83,100,3.83,overcast clouds
303,Vanimo,PG,-2.6741,141.3028,78.39,91,64,5.91,broken clouds
304,Cacequi,BR,-29.8836,-54.825,62.38,86,99,5.08,light rain
305,Altagracia De Orituco,VE,9.8601,-66.3814,89.51,43,51,0.78,broken clouds
306,Bardiyah,LY,31.7561,25.0865,63.34,73,0,8.03,clear sky
307,Kavieng,PG,-2.5744,150.7967,83.16,76,90,15.32,overcast clouds
308,Aksum,ET,14.1245,38.7244,68.41,33,0,6.46,clear sky
309,Atikokan,CA,48.7555,-91.6216,66.47,33,91,12.1,overcast clouds
310,Takoradi,GH,4.8845,-1.7554,81.14,82,100,7.38,overcast clouds
311,Coahuayana,MX,18.7333,-103.6833,90.61,45,94,7.76,overcast clouds
312,Paamiut,GL,61.994,-49.6678,34.39,92,100,9.57,overcast clouds
313,Tema,GH,5.667,-0.0166,84.61,84,0,11.5,clear sky
314,Montemor-O-Novo,PT,38.6481,-8.2145,62.69,56,20,3.62,few clouds
315,Hamilton,US,39.1834,-84.5333,86.25,56,40,10.36,scattered clouds
316,Itarema,BR,-2.9248,-39.9167,76.57,87,100,9.08,overcast clouds
317,Elizabethtown,US,37.694,-85.8591,83.01,59,40,8.05,scattered clouds
318,Margate,GB,51.3813,1.3862,58.69,67,92,1.99,overcast clouds
319,Kodiak,US,57.79,-152.4072,47.71,37,0,23.02,clear sky
320,San Vicente,AR,-26.6167,-54.1333,60.48,100,100,0.94,overcast clouds
321,Tulun,RU,54.5611,100.5792,29.64,60,25,3.8,scattered clouds
322,Anshun,CN,26.25,105.9333,60.4,91,88,6.71,overcast clouds
323,La Plata,AR,-34.9215,-57.9545,62.04,70,63,7.45,broken clouds
324,Boca Do Acre,BR,-8.7522,-67.3978,80.01,92,99,2.21,overcast clouds
325,Adrar,MR,20.5022,-10.0711,88.84,9,3,9.24,clear sky
326,Senno,RU,59.5336,33.9167,41.11,72,4,2.44,clear sky
327,Castanos,MX,26.7833,-101.4167,97.18,30,95,9.93,overcast clouds
328,Noumea,NC,-22.2763,166.4572,75.0,99,72,12.39,broken clouds
329,Vaitape,PF,-16.5167,-151.75,81.32,77,18,14.67,light rain
330,Miyako,JP,39.6367,141.9525,54.72,55,51,4.83,broken clouds
331,Aksu,CN,41.1231,80.2644,76.06,19,84,7.9,broken clouds
332,Beyneu,KZ,45.3167,55.2,57.24,76,0,14.29,clear sky
333,Sarakhs,IR,36.5449,61.1577,66.34,63,5,2.3,clear sky
334,Dakar,SN,14.6937,-17.4441,73.53,88,20,9.22,few clouds
335,Matara,LK,5.9485,80.5353,79.99,87,100,15.86,overcast clouds
336,Kirkwall,GB,58.9848,-2.9587,48.96,87,40,9.22,scattered clouds
337,Nampula,MZ,-15.1165,39.2666,67.95,94,0,5.75,clear sky
338,Kalianget,ID,-7.05,113.9333,81.39,83,78,8.03,broken clouds
339,Otane,NZ,-39.8833,176.6333,50.02,86,96,7.07,overcast clouds
340,Dubbo,AU,-32.25,148.6167,60.93,72,100,13.8,moderate rain
341,Jishou,CN,28.3167,109.7167,59.52,95,67,0.87,broken clouds
342,Beshpagir,RU,45.0217,42.3808,45.82,72,83,8.01,broken clouds
343,Yerbogachen,RU,61.2767,108.0108,29.97,94,54,3.69,broken clouds
344,Anlu,CN,31.1661,112.5831,58.6,85,100,2.82,overcast clouds
345,Okhotsk,RU,59.3833,143.3,32.04,98,100,10.27,snow
346,Loa Janan,ID,-0.583,117.095,74.57,94,100,1.14,overcast clouds
347,Boquete,PA,8.7833,-82.4333,73.0,82,100,1.68,overcast clouds
348,Hovd,MN,48.0056,91.6419,38.95,29,0,3.87,clear sky
349,Xinyu,CN,27.8043,114.9334,63.28,96,100,1.59,overcast clouds
350,Chippenham,GB,51.46,-2.1247,56.35,83,100,8.12,overcast clouds
351,Oriximina,BR,-1.7656,-55.8661,78.22,91,85,3.62,overcast clouds
352,Mariestad,SE,58.7097,13.8237,52.27,91,100,13.29,overcast clouds
353,Rio Gallegos,AR,-51.6226,-69.2181,44.65,65,0,8.05,clear sky
354,Corozal,CO,9.3151,-75.2928,84.22,74,98,9.98,overcast clouds
355,Saint-Augustin,CA,51.226,-58.6502,58.95,50,96,14.5,overcast clouds
356,Turcinesti,RO,45.1,23.3333,53.02,93,66,1.61,broken clouds
357,Kopargaon,IN,19.8833,74.4833,82.33,52,98,18.66,overcast clouds
358,Pishva,IR,35.308,51.7267,69.06,25,34,8.81,scattered clouds
359,Oksfjord,NO,70.2396,22.3479,39.27,94,100,6.31,overcast clouds
360,Gimli,CA,50.6336,-96.9907,66.22,27,6,17.27,clear sky
361,Chokurdakh,RU,70.6333,147.9167,15.37,94,100,10.27,overcast clouds
362,Zabid,YE,14.1951,43.3152,86.43,63,18,5.35,few clouds
363,Natal,BR,-5.795,-35.2094,80.82,83,75,8.05,broken clouds
364,Road Town,VG,18.4167,-64.6167,84.24,74,40,10.36,scattered clouds
365,Laguna,US,38.421,-121.4238,64.18,42,20,19.57,few clouds
366,Abu Dhabi,AE,24.4667,54.3667,80.62,61,0,3.44,clear sky
367,Beloha,MG,-25.1667,45.05,64.49,89,12,2.95,few clouds
368,Poso,ID,-1.3959,120.7524,77.74,85,100,3.85,overcast clouds
369,Banda Aceh,ID,5.5577,95.3222,81.41,79,100,10.78,overcast clouds
370,Pakxan,LA,18.3778,103.6601,76.19,92,99,2.44,overcast clouds
371,Gamba,GA,-2.65,10.0,78.42,92,100,4.76,overcast clouds
372,Riyadh,SA,24.6877,46.7219,84.34,14,0,10.42,clear sky
373,Sao Filipe,CV,14.8961,-24.4956,72.95,82,12,10.04,few clouds
374,Dudinka,RU,69.4058,86.1778,4.37,98,51,4.03,broken clouds
375,Brae,GB,60.3964,-1.353,48.07,84,100,19.64,overcast clouds
376,Nemuro,JP,43.3236,145.575,43.52,68,0,3.89,clear sky
377,Kuytun,RU,54.3419,101.5036,30.85,49,40,4.34,scattered clouds
378,Kirakira,SB,-10.4544,161.9205,83.14,81,100,7.49,overcast clouds
379,Zhoucheng,CN,35.9122,116.3117,53.37,88,100,3.31,moderate rain
380,Asau,RO,46.4333,26.4,49.95,96,76,3.02,broken clouds
381,Dahuk,IQ,36.8695,42.994,59.31,54,0,5.3,clear sky
382,Haines Junction,CA,60.7522,-137.5108,33.75,75,100,18.41,overcast clouds
383,Le Port,RE,-20.9373,55.2919,73.4,77,12,10.36,few clouds
384,Staraya Mayna,RU,54.6,48.95,50.11,98,100,0.87,light rain
385,Bereznik,RU,62.8551,42.7072,37.69,68,0,3.56,clear sky
386,Ostersund,SE,63.1792,14.6357,43.25,93,40,6.91,scattered clouds
387,Puerto Ayacucho,VE,5.6639,-67.6236,80.74,83,94,4.0,overcast clouds
388,Luangwa,ZM,-15.6167,30.4167,69.19,65,0,0.76,clear sky
389,Oranjestad,AW,12.524,-70.027,80.53,87,100,24.72,overcast clouds
390,Plettenberg Bay,ZA,-34.0527,23.3716,58.93,77,47,7.38,scattered clouds
391,Lysyye Gory,RU,51.5506,44.8414,37.81,78,94,12.75,overcast clouds
392,Mulege,MX,26.8833,-111.9833,85.71,32,14,9.4,few clouds
393,Vallenar,CL,-28.5708,-70.7581,79.9,23,0,6.89,clear sky
394,Deputatskiy,RU,69.3,139.9,6.03,89,16,3.85,few clouds
395,Kurilsk,RU,45.2333,147.8833,39.99,59,4,3.87,clear sky
396,Broome,US,42.2506,-75.833,75.36,23,0,4.61,clear sky
397,Pouebo,NC,-20.4,164.5667,74.39,75,77,14.67,broken clouds
398,Vestmannaeyjar,IS,63.4427,-20.2734,46.06,69,64,9.75,broken clouds
399,Hobyo,SO,5.3505,48.5268,82.53,73,95,22.93,overcast clouds
400,Tabuk,PH,17.4189,121.4443,73.76,88,2,3.91,clear sky
401,Koroni,GR,36.8,21.95,62.08,79,5,6.6,clear sky
402,Sur,OM,22.5667,59.5289,83.88,50,0,3.18,clear sky
403,Bemidji,US,47.4736,-94.8803,71.91,28,0,13.8,clear sky
404,Epe,NG,6.5841,3.9834,78.6,87,100,4.45,overcast clouds
405,Port Hardy,CA,50.6996,-127.4199,48.38,87,75,4.61,light intensity shower rain
406,Asfi,MA,32.2994,-9.2372,67.23,78,45,5.44,scattered clouds
407,Samoded,RU,63.6083,40.5111,38.77,79,5,5.41,clear sky
408,Naushki,RU,50.3828,106.1056,34.38,43,100,4.43,overcast clouds
409,Puerto Carreno,CO,6.189,-67.4859,80.8,81,98,6.93,overcast clouds
410,Port-Gentil,GA,-0.7193,8.7815,80.56,89,75,1.14,broken clouds
411,Tete,MZ,-16.1564,33.5867,70.77,67,0,3.96,clear sky
412,Kapit,MY,2.0167,112.9333,73.83,97,96,0.49,overcast clouds
413,Kathu,TH,7.9178,98.3332,86.7,99,100,5.39,overcast clouds
414,Mandera,KE,3.9366,41.867,83.98,60,60,13.67,broken clouds
415,Dalwangan,PH,8.2006,125.0406,65.48,96,97,1.72,overcast clouds
416,Kerema,PG,-7.9631,145.7785,80.06,88,100,7.27,moderate rain
417,Victoria,HK,22.2855,114.1577,77.95,97,95,7.0,moderate rain
418,Les Cayes,HT,18.2,-73.75,82.89,66,18,9.19,few clouds
419,Juegang,CN,32.3174,121.1855,64.94,93,99,6.64,overcast clouds
420,Port Macquarie,AU,-31.4333,152.9167,59.9,78,100,10.98,overcast clouds
421,Biak,ID,-0.9131,122.8766,76.1,86,100,1.34,overcast clouds
422,Karratha,AU,-20.7377,116.8463,71.2,25,64,11.27,broken clouds
423,San Policarpo,PH,12.1791,125.5072,80.42,83,77,6.64,broken clouds
424,Gazojak,TM,41.1875,61.4036,64.49,42,16,8.03,few clouds
425,Honiara,SB,-9.4333,159.95,82.45,77,98,5.57,overcast clouds
426,Lorengau,PG,-2.0226,147.2712,82.72,78,100,9.66,overcast clouds
427,Westport,US,41.1415,-73.3579,74.75,50,20,11.01,few clouds
428,Catuday,PH,16.2923,119.8062,80.65,75,3,5.53,clear sky
429,Newry,GB,54.1784,-6.3374,53.11,75,51,14.72,broken clouds
430,Ketchikan,US,55.3422,-131.6461,43.27,93,100,13.8,light rain
431,Kijang,KR,35.2442,129.2139,60.53,65,93,3.8,overcast clouds
432,Harper,LR,4.375,-7.7169,80.29,82,93,5.75,overcast clouds
433,Yar-Sale,RU,66.8333,70.8333,15.37,99,85,6.58,overcast clouds
434,Okha,RU,53.5739,142.9478,31.91,96,100,18.97,overcast clouds
435,Deloraine,AU,-41.5333,146.6667,47.19,15,100,2.35,overcast clouds
436,Jumla,NP,29.2747,82.1838,56.48,88,95,0.38,overcast clouds
437,Bar Harbor,US,44.3876,-68.2039,69.94,35,0,9.22,clear sky
438,Aklavik,CA,68.2191,-135.0107,32.34,85,100,18.43,overcast clouds
439,Akdepe,TM,42.0551,59.3788,57.29,59,92,1.07,overcast clouds
440,Zuwarah,LY,32.9312,12.082,64.26,73,67,7.34,broken clouds
441,Pedasi,PA,7.5333,-80.0333,86.07,69,100,6.58,overcast clouds
442,Maniitsoq,GL,65.4167,-52.9,32.18,72,60,7.92,broken clouds
443,Vagamo,NO,61.8751,9.0967,40.71,90,90,3.56,overcast clouds
444,Vernon,CA,50.2581,-119.2691,61.29,43,100,5.75,overcast clouds
445,Geraldton,AU,-28.7667,114.6,59.41,94,100,3.44,overcast clouds
446,Chapais,CA,49.7834,-74.8492,73.18,27,98,13.69,overcast clouds
447,Port Augusta,AU,-32.5,137.7667,53.69,73,1,6.76,clear sky
448,Tessalit,ML,20.1986,1.0114,88.05,7,0,9.6,clear sky
449,Adelaide,AU,-34.9333,138.6,57.29,78,0,4.0,clear sky
450,Balabac,PH,7.9868,117.0645,81.84,81,76,8.12,broken clouds
451,Vila Franca Do Campo,PT,37.7167,-25.4333,67.19,82,95,3.89,overcast clouds
452,Marsaxlokk,MT,35.8419,14.5431,62.08,88,20,5.75,few clouds
453,Indi,IN,17.1667,75.9667,88.56,46,100,15.86,overcast clouds
454,Sabang,ID,5.8933,95.3214,83.91,74,100,14.74,overcast clouds
455,Barra,BR,-11.0894,-43.1417,78.33,55,36,3.31,scattered clouds
456,Eydhafushi,MV,5.1033,73.0708,84.06,77,99,19.6,light rain
457,Tass,HU,47.021,19.0299,59.88,61,88,2.91,overcast clouds
458,Juneau,US,58.3019,-134.4197,44.83,91,100,8.05,light rain
459,Fortuna,US,40.5982,-124.1573,58.86,62,20,14.97,few clouds
460,Shache,CN,38.4167,77.2406,71.71,12,1,4.54,clear sky
461,Bubaque,GW,11.2833,-15.8333,78.22,75,9,20.0,clear sky
462,Agirish,RU,61.9247,63.0231,52.41,56,100,4.18,overcast clouds
463,Qujing,CN,25.4833,103.7833,58.64,97,36,4.85,scattered clouds
464,Iguatemi,BR,-23.6803,-54.5611,71.15,94,86,4.54,overcast clouds
465,Elizabeth City,US,36.2946,-76.2511,62.62,72,100,21.85,overcast clouds
466,Sardarshahr,IN,28.4333,74.4833,87.13,18,1,1.21,clear sky
467,Along,IN,28.1667,94.7667,70.34,99,100,1.66,overcast clouds
468,Kuli,RU,42.0185,47.2434,33.69,91,100,3.2,overcast clouds
469,Viransehir,TR,37.2353,39.7631,59.65,50,5,4.5,clear sky
470,Quatre Cocos,MU,-20.2078,57.7625,76.08,82,78,9.66,light rain
471,Belaya Gora,RU,68.5333,146.4167,16.29,83,24,5.1,few clouds
472,Gornorechenskiy,RU,44.2624,135.1133,51.26,43,100,1.3,overcast clouds
473,Petropavlovka,RU,50.6114,105.3196,32.86,49,100,4.32,overcast clouds
474,San Antonio,US,29.4241,-98.4936,98.06,48,75,20.71,broken clouds
475,Chokwe,MZ,-24.5333,32.9833,63.99,80,0,5.1,clear sky
476,Namibe,AO,-15.1961,12.1522,74.75,56,1,7.11,clear sky
477,Havre-Saint-Pierre,CA,50.2334,-63.5986,53.96,35,0,8.05,clear sky
478,Johnstown,US,40.3267,-78.922,75.99,18,0,5.75,clear sky
479,Finschhafen,PG,-6.6024,147.8681,80.46,80,97,3.2,overcast clouds
480,Akhtanizovskaya,RU,45.32,37.1,39.67,62,90,10.16,overcast clouds
481,Moshny,UA,49.5147,31.7476,42.98,67,100,2.55,overcast clouds
482,Cheyenne,US,41.14,-104.8203,59.99,25,0,24.16,clear sky
483,Linkou,CN,45.3,130.2833,52.27,34,100,6.04,overcast clouds
484,Balkhash,KZ,46.844,74.9804,62.26,75,100,10.6,overcast clouds
485,Lake Charles,US,30.2131,-93.2044,90.01,54,75,11.5,broken clouds
486,Zyryanka,RU,65.75,150.85,25.32,90,100,14.85,light snow
487,Walvis Bay,NA,-22.9575,14.5053,61.75,67,3,2.3,clear sky
488,Beba,CU,22.4437,-79.7253,80.87,59,61,13.31,broken clouds
489,Ilabaya,PE,-17.4208,-70.5133,71.83,41,0,6.8,clear sky
490,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,86,9,8.68,clear sky
491,Canyon,US,34.9803,-101.9188,101.46,15,0,21.14,clear sky
492,Maneadero,MX,31.7167,-116.5667,62.1,74,47,15.21,scattered clouds
493,Jefferson City,US,38.5767,-92.1735,92.5,53,75,8.05,broken clouds
494,Mokhsogollokh,RU,61.4681,128.9203,23.4,71,74,9.37,broken clouds
495,Redwater,US,33.3582,-94.2544,93.22,59,54,8.57,broken clouds
496,Spirit River,CA,55.7833,-118.8361,45.03,58,100,7.58,overcast clouds
497,Jacareacanga,BR,-6.2222,-57.7528,82.62,74,69,2.26,broken clouds
498,Eldorado,BR,-23.7869,-54.2836,71.08,92,86,4.76,light rain
499,Cacoal,BR,-11.4386,-61.4472,80.98,81,54,2.13,broken clouds
500,Shenzhen,CN,22.5455,114.0683,77.85,98,100,5.19,light rain
501,Kirsanov,RU,52.6549,42.7224,37.47,96,100,10.31,overcast clouds
502,Longyan,CN,25.1072,117.0225,69.24,99,100,1.59,overcast clouds
503,Mongo,TD,12.1844,18.693,95.25,24,92,3.38,overcast clouds
504,Wangkui,CN,46.8333,126.5,40.98,80,100,16.31,moderate rain
505,La Ronge,CA,55.1001,-105.2842,57.45,28,75,16.11,broken clouds
506,Luganville,VU,-15.5333,167.1667,79.93,86,94,16.13,overcast clouds
507,Emerald,AU,-23.5333,148.1667,64.54,100,100,9.22,overcast clouds
508,Valdivia,CL,-39.8142,-73.2459,57.29,67,64,3.06,broken clouds
509,Pleasanton,US,37.6624,-121.8747,64.08,44,40,14.97,scattered clouds
510,Sosnovo-Ozerskoye,RU,52.5249,111.5418,25.18,65,100,5.61,overcast clouds
511,Bestobe,KZ,52.4994,73.0975,56.59,32,100,19.64,overcast clouds
512,Orissaare,EE,58.5592,23.0826,50.95,64,100,14.81,overcast clouds
513,Ballina,AU,-28.8667,153.5667,66.78,72,100,14.67,moderate rain
514,Ponta Delgada,PT,37.7333,-25.6667,67.5,77,20,10.36,few clouds
515,Loughrea,IE,53.1969,-8.5669,48.96,79,85,13.78,overcast clouds
516,San Felipe,VE,10.3399,-68.7425,79.68,82,100,3.22,light rain
517,Tigil,RU,57.8,158.6667,42.03,76,5,4.07,clear sky
518,Waipawa,NZ,-41.4122,175.5153,48.24,71,97,7.16,overcast clouds
519,General Salgado,BR,-20.6483,-50.3606,76.69,45,14,4.03,few clouds
520,Vila,PT,42.0304,-8.1588,56.7,59,45,3.38,scattered clouds
521,Berwick,US,41.0545,-76.2333,77.41,37,4,7.83,clear sky
522,Axim,GH,4.8699,-2.2405,80.8,83,100,6.69,overcast clouds
523,Ojinaga,MX,29.5667,-104.4167,104.58,15,0,11.5,clear sky
524,Camacha,PT,33.0833,-16.3333,62.02,88,20,10.36,few clouds
525,Vostok,RU,46.4856,135.8833,48.2,49,78,4.27,broken clouds
526,Asmar,AF,35.0333,71.3581,73.94,41,3,9.08,clear sky
527,Rostovka,RU,55.3842,71.8891,56.61,33,100,16.24,overcast clouds
528,Belmopan,BZ,17.25,-88.7667,100.78,36,20,8.46,few clouds
529,Sumbawanga,TZ,-7.9667,31.6167,56.43,83,5,3.47,clear sky
530,Sistranda,NO,63.7256,8.834,46.36,83,59,11.34,broken clouds
531,Honningsvag,NO,70.9821,25.9704,35.35,93,75,11.5,light intensity drizzle
532,Florida,US,28.7505,-82.5001,89.01,37,0,3.44,clear sky
533,Kharp,RU,66.8014,65.8081,18.45,82,98,4.23,overcast clouds
534,Srednekolymsk,RU,67.45,153.6833,20.61,82,100,3.4,overcast clouds
535,Pucara,PE,-15.9803,-71.4606,42.93,34,13,12.75,few clouds
536,Phan Thiet,VN,10.9333,108.1,78.17,89,83,3.89,broken clouds
537,Jasper,US,37.2001,-94.3502,84.99,71,75,21.85,broken clouds
538,Ballarat,AU,-37.5662,143.8496,53.35,83,100,7.0,overcast clouds
539,Faya,SA,18.3851,42.4509,69.91,58,41,3.58,scattered clouds
540,Sakhipur,BD,24.3,90.1833,75.69,94,84,6.71,broken clouds
541,Gongzhuling,CN,43.5008,124.8198,44.02,84,100,11.48,overcast clouds
542,Dhidhdhoo,MV,6.8833,73.1,84.36,74,100,17.9,overcast clouds
543,Hatillo,PR,18.4863,-66.8254,87.78,65,79,1.01,broken clouds
544,Constitucion,CL,-35.3333,-72.4167,59.63,66,100,12.06,overcast clouds
545,Kampene,CD,-3.6,26.6667,70.83,87,50,1.9,scattered clouds
546,Rorvik,NO,64.8621,11.2373,44.71,93,75,9.22,broken clouds
547,Lithgow,AU,-33.4833,150.15,49.78,98,100,6.53,overcast clouds
548,Port Blair,IN,11.6667,92.75,80.64,89,75,2.3,mist
549,Ulladulla,AU,-35.35,150.4667,56.3,79,100,5.97,moderate rain
550,Puerto Narino,CO,-3.7703,-70.3831,82.94,82,63,2.42,broken clouds
551,Tahoua,NE,14.8888,5.2692,93.18,31,0,6.91,clear sky
552,Mercedes,AR,-34.6515,-59.4307,62.64,69,79,5.55,broken clouds
553,Isangel,VU,-19.55,169.2667,76.59,71,12,17.2,few clouds
554,Fairhope,US,30.523,-87.9033,89.15,64,0,10.36,clear sky
555,Acapulco,MX,16.8634,-99.8901,85.82,70,40,11.5,scattered clouds
556,Brunsbuttel,DE,53.9,9.15,53.33,87,100,7.11,overcast clouds
557,Camana,PE,-16.6228,-72.7111,67.55,80,64,6.11,broken clouds
558,Luba,GQ,3.4568,8.5547,76.89,83,100,8.37,overcast clouds
559,Usinsk,RU,65.9939,57.5281,29.46,78,20,6.78,few clouds
560,Birjand,IR,32.8663,59.2211,54.07,22,0,9.22,clear sky
561,Trincomalee,LK,8.5711,81.2335,82.27,82,100,22.55,overcast clouds
562,Caxito,AO,-8.5785,13.6643,73.78,97,93,1.45,overcast clouds
563,Abu Samrah,SY,35.3029,37.1841,64.26,50,0,7.31,clear sky
564,Ken Caryl,US,39.5773,-105.1169,81.01,19,13,13.35,few clouds
565,Nome,US,64.5011,-165.4064,32.16,93,100,8.05,light snow
566,Tarko-Sale,RU,64.9225,77.785,34.61,99,100,5.53,overcast clouds
567,Severnyy,RU,50.677,36.5532,39.24,56,0,8.95,clear sky
568,Marfino,RU,55.7028,37.3822,51.71,36,0,13.42,clear sky
569,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,49.12,62,65,5.32,broken clouds
570,Yulara,AU,-25.2406,130.9889,48.04,57,38,5.75,scattered clouds
571,Rawson,AR,-43.3002,-65.1023,54.01,67,0,10.74,clear sky
572,Jennings,US,38.7192,-90.2604,92.19,62,40,12.66,scattered clouds
573,Karaidel,RU,55.8337,56.9069,48.45,90,100,11.12,light rain
574,Sao Goncalo Do Amarante,BR,-3.6072,-38.9683,80.13,88,91,5.26,overcast clouds
575,Dolores,AR,-36.3132,-57.6792,59.49,64,99,8.16,light rain
576,Primorsk,UA,46.7348,36.3443,49.71,54,77,8.81,broken clouds
577,Piacabucu,BR,-10.4056,-36.4344,76.82,81,29,6.2,scattered clouds
578,Aloleng,PH,16.1307,119.7824,81.61,76,16,5.08,few clouds
579,Yambio,SS,4.5721,28.3955,71.17,91,99,1.59,light rain
580,Fairbanks,US,64.8378,-147.7164,38.61,86,100,12.66,light snow
581,Vysokogornyy,RU,50.1167,139.15,48.97,62,22,3.02,few clouds
582,Camapua,BR,-19.5314,-54.0439,82.17,32,64,4.27,broken clouds
583,Redcar,GB,54.6166,-1.06,55.53,61,28,13.0,scattered clouds
584,Rio Cuarto,AR,-33.1307,-64.3499,70.66,56,20,12.66,few clouds
585,Dingle,PH,10.9995,122.6711,77.16,87,96,5.5,overcast clouds
586,Macara,EC,-4.3833,-79.95,82.65,61,78,5.41,light rain
587,Beringovskiy,RU,63.05,179.3167,37.17,88,94,9.48,overcast clouds
588,Strezhevoy,RU,60.7333,77.5889,49.41,74,98,6.98,overcast clouds
589,Husavik,IS,66.0449,-17.3389,32.76,97,100,13.6,snow
590,Kyabram,AU,-36.3167,145.05,56.88,74,100,7.49,overcast clouds
591,Missoula,US,47.0166,-113.8009,46.65,30,16,6.91,few clouds
592,Maubin,MM,16.7333,95.65,78.01,88,82,0.34,broken clouds
593,Wakema,MM,16.6,95.1833,77.77,87,65,2.13,broken clouds
594,Athabasca,CA,54.7169,-113.2854,39.61,49,100,9.73,overcast clouds
595,Surok,RU,56.4469,48.1214,49.48,95,100,8.39,overcast clouds
596,Hondo,JP,32.45,130.2,65.55,94,100,6.4,overcast clouds
597,Waingapu,ID,-9.6567,120.2641,75.06,74,79,6.22,broken clouds
598,Aasiaat,GL,68.7098,-52.8699,25.36,77,99,6.15,overcast clouds
599,Milkovo,RU,54.7167,158.6167,40.06,75,38,1.34,scattered clouds
600,Pokhara,NP,28.2333,83.9833,70.25,72,91,3.2,overcast clouds
601,Katsuura,JP,35.1333,140.3,58.53,85,100,8.57,overcast clouds
602,Helong,CN,42.5397,128.9972,48.54,43,85,3.0,overcast clouds
603,Inuvik,CA,68.3499,-133.7218,34.66,64,75,16.11,broken clouds
604,Maarianhamina,AX,60.0973,19.9348,44.46,93,20,18.41,light intensity shower rain
605,Uthal,PK,25.8072,66.6219,83.1,70,0,2.1,clear sky
606,Sebu,PH,6.22,124.6936,69.87,96,100,1.57,overcast clouds
607,Shamkhal,RU,43.0596,47.3373,55.38,76,100,6.91,light rain
608,Thessalon,CA,46.2501,-83.5666,62.89,79,100,13.62,overcast clouds
609,Makakilo City,US,21.3469,-158.0858,80.92,56,20,17.27,few clouds
610,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,83,75,4.61,broken clouds
611,Amapa,BR,1.0,-52.0,71.74,99,100,3.85,overcast clouds
